v129_rawvalue_11,v129_rawvalue_12,v129_rawvalue_13,v129_rawvalue_14,v129_rawvalue_15,v129_rawvalue_16,v129_rawvalue_17,fips,county
NA,NA,NA,NA,NA,NA,NA,37009,Ashe County
NA,NA,NA,NA,NA,NA,NA,37011,Avery County
26,26,26,26,26,24,24,37013,Beaufort County
18.5,22.4,19.5,20.5,18.5,NA,NA,37015,Bertie County
25.6,23.2,23.2,26,26,24.8,24,37017,Bladen County
26,26,26,26,26,26,26,37019,Brunswick County
26,26,26,26,26,26,26,37021,Buncombe County
25.6,26,25.6,26,26,26,26,37023,Burke County
26,26,26,26,26,26,26,37025,Cabarrus County
25.6,26,25.6,26,26,24.8,26,37027,Caldwell County
NA,NA,NA,NA,NA,NA,NA,37029,Camden County
26,26,26,26,26,26,26,37031,Carteret County
22.4,NA,20.5,20.5,NA,NA,NA,37033,Caswell County
26,26,26,26,26,26,26,37035,Catawba County
26,26,26,26,26,25.6,24.8,37037,Chatham County
24,23.2,NA,22.4,NA,NA,NA,37039,Cherokee County
NA,NA,NA,NA,NA,NA,NA,37041,Chowan County
NA,NA,NA,NA,NA,NA,NA,37043,Clay County
25.6,24.8,24.8,24.8,24.8,24.8,24.8,37045,Cleveland County
20.5,23.2,22.4,23.2,24,24,24.8,37047,Columbus County
24.8,26,25.6,25.6,25.6,26,26,37049,Craven County
24,24,24,24.8,24.8,25.6,24.8,37051,Cumberland County
22.4,22.4,23.2,22.4,NA,NA,NA,37053,Currituck County
NA,NA,NA,NA,NA,NA,NA,37055,Dare County
25.6,25.6,26,25.6,26,26,26,37057,Davidson County
26,26,NA,NA,NA,NA,NA,37059,Davie County
25.6,25.6,25.6,25.6,25.6,26,26,37061,Duplin County
26,26,26,26,26,26,26,37063,Durham County
23.2,22.4,22.4,24,24,24.8,24,37065,Edgecombe County
24,24.8,24,24,24.8,25.6,25.6,37067,Forsyth County
26,26,26,26,26,26,25.6,37069,Franklin County
24,24.8,24.8,24.8,25.6,26,26,37071,Gaston County
NA,NA,NA,NA,NA,NA,NA,37073,Gates County
NA,NA,NA,NA,NA,NA,NA,37075,Graham County
26,26,26,26,26,26,26,37077,Granville County
24,18.5,20.5,NA,20.5,NA,NA,37079,Greene County
24,24.8,24.8,24.8,24.8,25.6,25.6,37081,Guilford County
20.5,20.5,19.5,20.5,22.4,23.2,24,37083,Halifax County
25.6,24.8,25.6,26,26,26,25.6,37085,Harnett County
26,26,26,26,26,26,26,37087,Haywood County
26,26,26,26,26,26,26,37089,Henderson County
16.4,16.4,17.5,18.5,17.5,20.5,19.5,37091,Hertford County
26,24.8,26,26,26,26,26,37093,Hoke County
NA,NA,NA,NA,NA,NA,NA,37095,Hyde County
26,26,26,26,26,26,26,37097,Iredell County
25.6,NA,NA,26,25.6,26,26,37099,Jackson County
26,26,26,26,26,26,26,37101,Johnston County
NA,NA,NA,NA,NA,NA,NA,37103,Jones County
26,26,26,25.6,25.6,25.6,25.6,37105,Lee County
24.8,23.2,24,24.8,24.8,25.6,26,37107,Lenoir County
26,26,26,26,26,26,26,37109,Lincoln County
26,26,26,NA,NA,NA,26,37111,McDowell County
NA,NA,NA,NA,NA,NA,NA,37113,Macon County
NA,NA,NA,NA,NA,NA,NA,37115,Madison County
23.2,22.4,20.5,24,NA,NA,NA,37117,Martin County
26,26,26,26,26,26,26,37119,Mecklenburg County
NA,NA,NA,NA,NA,NA,NA,37121,Mitchell County
24.8,25.6,24.8,24.8,23.2,23.2,24,37123,Montgomery County
26,26,26,26,26,26,26,37125,Moore County
23.2,24,24,24.8,24.8,26,25.6,37127,Nash County
26,26,26,26,26,26,26,37129,New Hanover County
24.8,20.5,NA,NA,NA,NA,NA,37131,Northampton County
26,25.6,26,26,26,26,26,37133,Onslow County
26,26,26,26,26,26,26,37135,Orange County
NA,NA,NA,NA,NA,NA,NA,37137,Pamlico County
23.2,25.6,24.8,24.8,24.8,26,NA,37139,Pasquotank County
26,26,26,26,26,25.6,25.6,37141,Pender County
19.5,NA,NA,NA,NA,NA,NA,37143,Perquimans County
26,24.8,26,26,26,NA,24.8,37145,Person County
24,24,24.8,24,24.8,24,24,37147,Pitt County
NA,NA,NA,NA,NA,NA,NA,37149,Polk County
26,26,26,26,26,26,26,37151,Randolph County
26,24,25.6,25.6,25.6,25.6,24,37153,Richmond County
19.5,22.4,20.5,20.5,20.5,23.2,23.2,37155,Robeson County
24,24.8,24.8,23.2,24,24.8,24.8,37157,Rockingham County
26,26,26,26,26,26,26,37159,Rowan County
26,25.6,26,26,26,26,26,37161,Rutherford County
24,24,23.2,24,24,25.6,26,37163,Sampson County
24.8,23.2,24,24,24,23.2,24,37165,Scotland County
26,23.2,24.8,26,26,26,26,37167,Stanly County
24.8,24.8,24,24.8,24,26,NA,37169,Stokes County
24,25.6,25.6,25.6,25.6,26,26,37171,Surry County
NA,NA,NA,NA,NA,NA,NA,37173,Swain County
26,NA,NA,NA,NA,NA,NA,37175,Transylvania County
NA,NA,NA,NA,NA,NA,NA,37177,Tyrrell County
26,26,26,26,26,26,26,37179,Union County
23.2,20.5,22.4,24.8,24,26,26,37181,Vance County
26,26,26,26,26,26,26,37183,Wake County
24,20.5,NA,NA,NA,NA,NA,37185,Warren County
24,NA,NA,NA,NA,NA,NA,37187,Washington County
26,24.8,25.6,NA,NA,NA,NA,37189,Watauga County
25.6,24.8,24.8,24.8,25.6,26,26,37191,Wayne County
26,26,26,26,26,24.8,25.6,37193,Wilkes County
24.8,22.4,23.2,24,24.8,25.6,24.8,37195,Wilson County
24,24.8,24.8,24.8,25.6,26,NA,37197,Yadkin County
NA,NA,NA,NA,NA,NA,NA,37199,Yancey County
26,26,26,26,26,26,26,38000,North Dakota
NA,NA,NA,NA,NA,NA,NA,38001,Adams County
NA,NA,NA,NA,NA,NA,NA,38003,Barnes County
16.4,NA,NA,NA,NA,NA,NA,38005,Benson County
NA,NA,NA,NA,NA,NA,NA,38007,Billings County
NA,NA,NA,NA,NA,NA,NA,38009,Bottineau County
NA,NA,NA,NA,NA,NA,NA,38011,Bowman County
NA,NA,NA,NA,NA,NA,NA,38013,Burke County
26,26,26,26,26,26,26,38015,Burleigh County
26,26,26,26,26,26,26,38017,Cass County
NA,NA,NA,NA,NA,NA,NA,38019,Cavalier County
NA,NA,NA,NA,NA,NA,NA,38021,Dickey County
NA,NA,NA,NA,NA,NA,NA,38023,Divide County
NA,NA,NA,NA,NA,NA,NA,38025,Dunn County
NA,NA,NA,NA,NA,NA,NA,38027,Eddy County
NA,NA,NA,NA,NA,NA,NA,38029,Emmons County
NA,NA,NA,NA,NA,NA,NA,38031,Foster County
NA,NA,NA,NA,NA,NA,NA,38033,Golden Valley County
26,26,26,26,26,26,26,38035,Grand Forks County
NA,NA,NA,NA,NA,NA,NA,38037,Grant County
NA,NA,NA,NA,NA,NA,NA,38039,Griggs County
NA,NA,NA,NA,NA,NA,NA,38041,Hettinger County
NA,NA,NA,NA,NA,NA,NA,38043,Kidder County
NA,NA,NA,NA,NA,NA,NA,38045,LaMoure County
NA,NA,NA,NA,NA,NA,NA,38047,Logan County
NA,NA,NA,NA,NA,NA,NA,38049,McHenry County
NA,NA,NA,NA,NA,NA,NA,38051,McIntosh County
NA,NA,NA,NA,NA,NA,NA,38053,McKenzie County
NA,NA,NA,NA,NA,NA,NA,38055,McLean County
NA,NA,NA,NA,NA,NA,NA,38057,Mercer County
24.8,24.8,24.8,25.6,24.8,26,NA,38059,Morton County
NA,NA,NA,NA,NA,NA,NA,38061,Mountrail County
NA,NA,NA,NA,NA,NA,NA,38063,Nelson County
NA,NA,NA,NA,NA,NA,NA,38065,Oliver County
NA,NA,NA,NA,NA,NA,NA,38067,Pembina County
NA,NA,NA,NA,NA,NA,NA,38069,Pierce County
NA,NA,NA,NA,NA,NA,NA,38071,Ramsey County
NA,NA,NA,NA,NA,NA,NA,38073,Ransom County
NA,NA,NA,NA,NA,NA,NA,38075,Renville County
NA,NA,NA,NA,NA,NA,NA,38077,Richland County
17.5,NA,20.5,20.5,20.5,19.5,23.2,38079,Rolette County
NA,NA,NA,NA,NA,NA,NA,38081,Sargent County
NA,NA,NA,NA,NA,NA,NA,38083,Sheridan County
NA,NA,NA,NA,NA,NA,NA,38085,Sioux County
NA,NA,NA,NA,NA,NA,NA,38087,Slope County
NA,NA,NA,NA,NA,26,26,38089,Stark County
NA,NA,NA,NA,NA,NA,NA,38091,Steele County
NA,NA,NA,NA,NA,NA,NA,38093,Stutsman County
NA,NA,NA,NA,NA,NA,NA,38095,Towner County
NA,NA,NA,NA,NA,NA,NA,38097,Traill County
NA,NA,NA,NA,NA,NA,NA,38099,Walsh County
26,26,26,26,26,26,26,38101,Ward County
NA,NA,NA,NA,NA,NA,NA,38103,Wells County
NA,NA,NA,NA,NA,NA,NA,38105,Williams County
26,26,26,26,26,26,26,39000,Ohio
24.8,26,24.8,24.8,23.2,23.2,23.2,39001,Adams County
26,24.8,25.6,26,26,26,26,39003,Allen County
26,26,26,26,26,26,26,39005,Ashland County
25.6,25.6,25.6,25.6,25.6,26,26,39007,Ashtabula County
26,26,26,26,26,26,26,39009,Athens County
26,26,26,26,26,NA,26,39011,Auglaize County
26,26,26,26,26,26,26,39013,Belmont County
24.8,26,25.6,24.8,24,25.6,25.6,39015,Brown County
26,26,26,26,26,26,26,39017,Butler County
NA,NA,NA,NA,NA,NA,NA,39019,Carroll County
26,26,NA,NA,NA,26,26,39021,Champaign County
26,26,26,26,26,26,26,39023,Clark County
26,26,26,26,26,26,26,39025,Clermont County
24.8,26,26,24.8,24.8,25.6,25.6,39027,Clinton County
26,26,26,26,26,26,26,39029,Columbiana County
25.6,24.8,25.6,26,26,NA,26,39031,Coshocton County
26,26,26,26,26,NA,26,39033,Crawford County
24,24.8,24.8,24.8,24.8,24.8,24.8,39035,Cuyahoga County
26,26,26,26,26,26,26,39037,Darke County
26,26,26,26,26,25.6,25.6,39039,Defiance County
26,26,26,26,26,26,26,39041,Delaware County
25.6,26,26,25.6,25.6,24.8,25.6,39043,Erie County
26,26,26,26,26,26,26,39045,Fairfield County
26,NA,NA,NA,25.6,NA,NA,39047,Fayette County
24.8,25.6,25.6,25.6,25.6,25.6,25.6,39049,Franklin County
26,26,26,26,26,26,26,39051,Fulton County
25.6,24.8,25.6,26,26,24.8,25.6,39053,Gallia County
26,26,26,26,26,26,26,39055,Geauga County
26,26,26,26,26,26,26,39057,Greene County
26,26,26,26,NA,26,26,39059,Guernsey County
23.2,24,24,24,24.8,24.8,24.8,39061,Hamilton County
26,26,26,26,26,26,26,39063,Hancock County
26,NA,NA,26,26,NA,NA,39065,Hardin County
24.8,NA,NA,NA,NA,NA,NA,39067,Harrison County
26,NA,NA,NA,NA,NA,NA,39069,Henry County
26,26,26,25.6,24.8,24.8,24.8,39071,Highland County
26,NA,NA,NA,NA,NA,NA,39073,Hocking County
26,26,26,26,26,26,26,39075,Holmes County
26,26,26,26,26,26,26,39077,Huron County
25.6,26,26,25.6,24.8,25.6,26,39079,Jackson County
26,26,26,24.8,25.6,24,23.2,39081,Jefferson County
26,26,26,25.6,25.6,25.6,25.6,39083,Knox County
26,26,26,26,26,26,26,39085,Lake County
24.8,24.8,24,24,24.8,24.8,25.6,39087,Lawrence County
26,26,26,26,26,26,26,39089,Licking County
26,25.6,26,26,26,26,26,39091,Logan County
26,26,26,26,26,26,26,39093,Lorain County
25.6,25.6,25.6,25.6,26,26,25.6,39095,Lucas County
25.6,26,26,25.6,24.8,24.8,24.8,39097,Madison County
25.6,25.6,25.6,25.6,24.8,24.8,25.6,39099,Mahoning County
26,26,26,26,26,26,26,39101,Marion County
26,26,26,26,26,26,26,39103,Medina County
24.8,NA,24,NA,NA,NA,NA,39105,Meigs County
26,NA,NA,NA,NA,NA,26,39107,Mercer County
26,26,26,26,26,26,26,39109,Miami County
NA,NA,NA,NA,NA,NA,NA,39111,Monroe County
26,26,26,26,25.6,26,26,39113,Montgomery County
NA,NA,NA,NA,NA,NA,NA,39115,Morgan County
26,25.6,26,NA,NA,NA,NA,39117,Morrow County
26,25.6,26,26,26,26,26,39119,Muskingum County
NA,NA,NA,NA,NA,NA,NA,39121,Noble County
26,NA,NA,NA,NA,NA,NA,39123,Ottawa County
NA,NA,NA,NA,NA,NA,NA,39125,Paulding County
26,26,NA,NA,NA,NA,NA,39127,Perry County
26,26,26,26,26,26,26,39129,Pickaway County
25.6,25.6,24.8,24,23.2,24.8,24.8,39131,Pike County
26,26,26,26,26,26,26,39133,Portage County
26,26,26,NA,NA,NA,NA,39135,Preble County
26,NA,NA,NA,26,26,NA,39137,Putnam County
26,26,25.6,26,26,26,26,39139,Richland County
26,26,26,26,26,26,26,39141,Ross County
26,26,26,26,26,26,26,39143,Sandusky County
24.8,24.8,25.6,25.6,24.8,26,26,39145,Scioto County
26,26,26,26,26,25.6,26,39147,Seneca County
26,26,26,26,26,26,26,39149,Shelby County
25.6,26,26,25.6,25.6,25.6,25.6,39151,Stark County
26,26,26,26,26,26,26,39153,Summit County
25.6,25.6,25.6,25.6,25.6,26,25.6,39155,Trumbull County
26,26,26,26,26,26,26,39157,Tuscarawas County
25.6,26,25.6,26,26,26,26,39159,Union County
26,NA,NA,NA,NA,NA,NA,39161,Van Wert County
NA,NA,NA,NA,NA,NA,NA,39163,Vinton County
26,26,26,26,26,26,26,39165,Warren County
24.8,25.6,26,26,26,NA,NA,39167,Washington County
26,26,26,26,26,26,26,39169,Wayne County
26,NA,26,NA,26,NA,NA,39171,Williams County
26,26,26,26,26,26,26,39173,Wood County
NA,NA,NA,NA,NA,NA,NA,39175,Wyandot County
25.6,26,26,26,26,26,26,40000,Oklahoma
24.8,NA,NA,24.8,24,20.5,22.4,40001,Adair County
NA,NA,NA,NA,NA,NA,NA,40003,Alfalfa County
NA,NA,NA,NA,NA,NA,NA,40005,Atoka County
NA,NA,NA,NA,NA,NA,NA,40007,Beaver County
24.8,NA,NA,25.6,25.6,24,23.2,40009,Beckham County
23.2,NA,NA,NA,NA,NA,NA,40011,Blaine County
26,26,26,NA,NA,NA,26,40013,Bryan County
26,25.6,26,25.6,24.8,24,24,40015,Caddo County
26,26,26,26,26,26,26,40017,Canadian County
26,26,26,26,26,26,26,40019,Carter County
26,26,26,26,26,26,25.6,40021,Cherokee County
24,22.4,NA,NA,NA,NA,NA,40023,Choctaw County
NA,NA,NA,NA,NA,NA,NA,40025,Cimarron County
26,26,26,26,26,26,26,40027,Cleveland County
NA,NA,NA,NA,NA,NA,NA,40029,Coal County
23.2,24.8,24.8,24,24.8,24.8,25.6,40031,Comanche County
NA,NA,NA,NA,NA,NA,NA,40033,Cotton County
19.5,NA,NA,NA,NA,NA,NA,40035,Craig County
24.8,25.6,26,25.6,25.6,24.8,25.6,40037,Creek County
26,NA,NA,26,NA,NA,NA,40039,Custer County
26,26,26,26,26,NA,26,40041,Delaware County
NA,NA,NA,NA,NA,NA,NA,40043,Dewey County
NA,NA,NA,NA,NA,NA,NA,40045,Ellis County
23.2,23.2,23.2,24.8,25.6,26,26,40047,Garfield County
26,NA,NA,NA,NA,NA,NA,40049,Garvin County
26,26,26,26,26,26,26,40051,Grady County
NA,NA,NA,NA,NA,NA,NA,40053,Grant County
NA,NA,NA,NA,NA,NA,NA,40055,Greer County
NA,NA,NA,NA,NA,NA,NA,40057,Harmon County
NA,NA,NA,NA,NA,NA,NA,40059,Harper County
NA,NA,NA,NA,NA,NA,NA,40061,Haskell County
NA,NA,NA,NA,NA,NA,NA,40063,Hughes County
25.6,25.6,26,25.6,26,25.6,25.6,40065,Jackson County
NA,NA,NA,NA,NA,NA,NA,40067,Jefferson County
NA,NA,NA,NA,NA,NA,NA,40069,Johnston County
26,25.6,26,26,26,26,25.6,40071,Kay County
NA,NA,NA,NA,NA,NA,NA,40073,Kingfisher County
NA,NA,NA,NA,NA,NA,NA,40075,Kiowa County
NA,NA,NA,NA,NA,NA,NA,40077,Latimer County
26,25.6,26,26,26,26,26,40079,Le Flore County
25.6,24,25.6,26,26,25.6,26,40081,Lincoln County
26,26,26,26,26,NA,NA,40083,Logan County
NA,NA,NA,NA,NA,NA,NA,40085,Love County
24,26,26,25.6,24.8,25.6,25.6,40087,McClain County
25.6,26,25.6,24.8,24.8,24.8,24,40089,McCurtain County
18.5,20.5,20.5,NA,NA,NA,NA,40091,McIntosh County
NA,NA,NA,NA,NA,NA,NA,40093,Major County
NA,NA,NA,NA,NA,NA,NA,40095,Marshall County
26,25.6,25.6,25.6,25.6,25.6,25.6,40097,Mayes County
NA,NA,NA,NA,NA,NA,NA,40099,Murray County
25.6,26,26,26,26,26,26,40101,Muskogee County
19.5,NA,NA,NA,NA,NA,NA,40103,Noble County
NA,NA,NA,NA,NA,NA,NA,40105,Nowata County
NA,NA,NA,NA,NA,NA,NA,40107,Okfuskee County
25.6,25.6,25.6,26,26,26,26,40109,Oklahoma County
25.6,25.6,25.6,26,26,24.8,25.6,40111,Okmulgee County
26,26,24.8,26,25.6,26,26,40113,Osage County
26,26,26,25.6,25.6,25.6,25.6,40115,Ottawa County
NA,NA,NA,NA,NA,NA,NA,40117,Pawnee County
26,26,26,26,26,26,26,40119,Payne County
25.6,24.8,24.8,26,26,26,26,40121,Pittsburg County
24,25.6,25.6,26,26,25.6,26,40123,Pontotoc County
24.8,26,26,24.8,25.6,24,24.8,40125,Pottawatomie County
NA,NA,NA,NA,NA,NA,NA,40127,Pushmataha County
NA,NA,NA,NA,NA,NA,NA,40129,Roger Mills County
26,26,25.6,26,26,26,26,40131,Rogers County
24.8,23.2,24.8,24.8,24.8,22.4,23.2,40133,Seminole County
25.6,26,26,26,26,26,25.6,40135,Sequoyah County
24.8,26,25.6,25.6,25.6,24.8,24.8,40137,Stephens County
26,NA,NA,NA,NA,25.6,24.8,40139,Texas County
NA,NA,NA,NA,NA,NA,NA,40141,Tillman County
25.6,26,26,26,26,26,26,40143,Tulsa County
26,26,26,26,26,26,26,40145,Wagoner County
25.6,25.6,26,26,26,26,26,40147,Washington County
NA,NA,NA,NA,NA,NA,NA,40149,Washita County
NA,NA,NA,NA,NA,NA,NA,40151,Woods County
25.6,NA,NA,24.8,NA,NA,NA,40153,Woodward County
26,26,26,26,26,26,26,41000,Oregon
19.5,NA,NA,NA,NA,NA,NA,41001,Baker County
NA,NA,NA,NA,NA,26,26,41003,Benton County
26,26,26,26,26,26,26,41005,Clackamas County
26,26,NA,NA,26,NA,NA,41007,Clatsop County
26,NA,NA,NA,NA,NA,NA,41009,Columbia County
26,26,26,NA,NA,NA,NA,41011,Coos County
NA,NA,NA,NA,NA,NA,NA,41013,Crook County
NA,NA,NA,NA,NA,NA,NA,41015,Curry County
26,26,26,26,26,26,26,41017,Deschutes County
26,26,26,26,26,26,26,41019,Douglas County
NA,NA,NA,NA,NA,NA,NA,41021,Gilliam County
NA,NA,NA,NA,NA,NA,NA,41023,Grant County
NA,NA,NA,NA,NA,NA,NA,41025,Harney County
NA,NA,NA,NA,NA,NA,NA,41027,Hood River County
26,26,26,26,26,26,26,41029,Jackson County
25.6,24,NA,NA,24.8,NA,NA,41031,Jefferson County
26,26,26,26,26,26,26,41033,Josephine County
26,26,26,25.6,25.6,26,26,41035,Klamath County
NA,NA,NA,NA,NA,NA,NA,41037,Lake County
26,26,26,26,26,26,26,41039,Lane County
NA,NA,NA,NA,NA,NA,NA,41041,Lincoln County
26,26,26,26,26,26,26,41043,Linn County
NA,26,NA,NA,NA,NA,NA,41045,Malheur County
26,26,26,26,26,26,26,41047,Marion County
NA,NA,NA,NA,NA,NA,NA,41049,Morrow County
26,26,26,26,26,26,26,41051,Multnomah County
26,26,26,26,26,26,26,41053,Polk County
NA,NA,NA,NA,NA,NA,NA,41055,Sherman County
25.6,NA,NA,NA,NA,NA,NA,41057,Tillamook County
26,26,26,26,26,26,26,41059,Umatilla County
26,NA,NA,NA,NA,NA,NA,41061,Union County
NA,NA,NA,NA,NA,NA,NA,41063,Wallowa County
26,NA,NA,NA,NA,NA,NA,41065,Wasco County
26,26,26,26,26,26,26,41067,Washington County
NA,NA,NA,NA,NA,NA,NA,41069,Wheeler County
26,26,26,26,26,26,26,41071,Yamhill County
26,26,26,26,26,26,26,42000,Pennsylvania
26,25.6,26,26,26,26,26,42001,Adams County
25.6,26,26,26,26,26,26,42003,Allegheny County
26,26,26,26,26,26,26,42005,Armstrong County
26,26,26,26,26,26,26,42007,Beaver County
26,26,NA,NA,26,26,26,42009,Bedford County
26,26,26,26,26,26,26,42011,Berks County
26,26,26,26,26,26,26,42013,Blair County
25.6,25.6,25.6,26,26,26,26,42015,Bradford County
26,26,26,26,26,26,26,42017,Bucks County
26,26,26,26,26,26,26,42019,Butler County
26,26,26,26,26,26,26,42021,Cambria County
NA,NA,NA,NA,NA,NA,NA,42023,Cameron County
26,26,26,26,26,26,NA,42025,Carbon County
26,26,26,26,26,26,26,42027,Centre County
26,26,26,26,26,26,26,42029,Chester County
26,NA,26,26,NA,NA,NA,42031,Clarion County
26,25.6,26,26,26,26,26,42033,Clearfield County
26,NA,NA,NA,NA,NA,NA,42035,Clinton County
26,26,26,26,26,26,26,42037,Columbia County
26,26,26,26,26,26,26,42039,Crawford County
26,26,26,26,26,26,26,42041,Cumberland County
25.6,26,26,26,26,26,26,42043,Dauphin County
26,26,26,26,25.6,26,26,42045,Delaware County
26,NA,NA,NA,NA,NA,NA,42047,Elk County
24.8,25.6,25.6,25.6,25.6,26,26,42049,Erie County
25.6,26,24.8,25.6,26,25.6,26,42051,Fayette County
NA,NA,NA,NA,NA,NA,NA,42053,Forest County
26,26,26,26,26,26,26,42055,Franklin County
NA,NA,NA,NA,NA,NA,NA,42057,Fulton County
26,25.6,25.6,NA,26,25.6,NA,42059,Greene County
26,NA,NA,NA,26,NA,26,42061,Huntingdon County
26,26,26,26,26,26,26,42063,Indiana County
26,26,25.6,26,26,NA,NA,42065,Jefferson County
NA,NA,NA,NA,NA,NA,NA,42067,Juniata County
26,26,26,26,26,26,26,42069,Lackawanna County
26,26,26,26,26,26,26,42071,Lancaster County
26,25.6,25.6,24.8,24.8,26,26,42073,Lawrence County
26,26,26,26,26,26,26,42075,Lebanon County
25.6,26,26,26,26,26,26,42077,Lehigh County
26,26,26,26,26,26,26,42079,Luzerne County
26,26,26,26,26,26,26,42081,Lycoming County
26,25.6,25.6,26,NA,NA,NA,42083,Mc Kean County
26,26,26,26,26,26,26,42085,Mercer County
24.8,24.8,25.6,24,24,22.4,22.4,42087,Mifflin County
26,26,26,26,26,26,26,42089,Monroe County
26,26,26,26,26,26,26,42091,Montgomery County
14.2,NA,NA,NA,NA,20.5,NA,42093,Montour County
26,26,26,26,26,26,26,42095,Northampton County
26,26,26,26,26,26,26,42097,Northumberland County
26,26,26,26,26,26,26,42099,Perry County
22.4,23.2,23.2,24,24,24.8,25.6,42101,Philadelphia County
NA,NA,NA,NA,NA,NA,NA,42103,Pike County
NA,NA,NA,NA,NA,NA,NA,42105,Potter County
26,26,26,26,26,26,25.6,42107,Schuylkill County
26,NA,NA,NA,NA,NA,NA,42109,Snyder County
26,26,26,26,26,26,26,42111,Somerset County
NA,NA,NA,NA,NA,NA,NA,42113,Sullivan County
26,NA,NA,NA,NA,NA,NA,42115,Susquehanna County
26,NA,NA,NA,NA,NA,NA,42117,Tioga County
26,NA,26,NA,NA,NA,NA,42119,Union County
26,26,26,26,26,26,26,42121,Venango County
25.6,25.6,24.8,26,25.6,NA,NA,42123,Warren County
26,26,26,26,26,26,26,42125,Washington County
NA,NA,NA,NA,NA,NA,NA,42127,Wayne County
26,26,26,26,26,26,26,42129,Westmoreland County
26,NA,NA,24.8,NA,NA,NA,42131,Wyoming County
26,26,26,26,26,26,26,42133,York County
26,26,26,26,26,26,26,44000,Rhode Island
NA,NA,NA,NA,NA,NA,NA,44001,Bristol County
26,26,26,26,26,26,26,44003,Kent County
26,26,26,26,26,26,26,44005,Newport County
26,26,26,26,26,26,26,44007,Providence County
26,26,26,26,26,26,26,44009,Washington County
26,25.6,25.6,26,26,26,26,45000,South Carolina
22.4,15.3,17.5,17.5,18.5,22.4,23.2,45001,Abbeville County
26,24.8,25.6,26,26,26,26,45003,Aiken County
11.9,16.4,NA,NA,NA,NA,NA,45005,Allendale County
26,25.6,26,26,26,26,26,45007,Anderson County
NA,NA,NA,NA,NA,NA,NA,45009,Bamberg County
26,23.2,24.8,NA,NA,NA,24,45011,Barnwell County
26,26,26,26,26,26,26,45013,Beaufort County
26,25.6,25.6,26,26,26,26,45015,Berkeley County
NA,NA,NA,NA,NA,NA,NA,45017,Calhoun County
24.8,24,25.6,26,26,26,26,45019,Charleston County
24.8,20.5,22.4,24.8,24.8,26,26,45021,Cherokee County
26,24.8,25.6,26,26,26,26,45023,Chester County
20.5,24,20.5,20.5,22.4,23.2,24,45025,Chesterfield County
26,25.6,NA,NA,26,24.8,24,45027,Clarendon County
25.6,24,24.8,24.8,25.6,24.8,24.8,45029,Colleton County
24,24,23.2,24,24,24,25.6,45031,Darlington County
26,26,NA,26,26,25.6,24,45033,Dillon County
26,26,26,26,26,26,26,45035,Dorchester County
NA,NA,NA,NA,NA,NA,NA,45037,Edgefield County
NA,22.4,NA,NA,NA,NA,NA,45039,Fairfield County
22.4,23.2,23.2,20.5,22.4,22.4,22.4,45041,Florence County
24,22.4,22.4,24,24.8,26,26,45043,Georgetown County
26,26,26,26,26,26,26,45045,Greenville County
24,22.4,23.2,24.8,25.6,25.6,25.6,45047,Greenwood County
25.6,23.2,24,NA,NA,NA,NA,45049,Hampton County
24.8,24.8,24.8,25.6,25.6,26,26,45051,Horry County
26,NA,NA,NA,NA,NA,NA,45053,Jasper County
26,26,26,26,26,26,26,45055,Kershaw County
26,26,26,26,26,25.6,26,45057,Lancaster County
24.8,23.2,23.2,24.8,24.8,25.6,25.6,45059,Laurens County
NA,22.4,NA,NA,NA,NA,NA,45061,Lee County
26,26,26,26,26,26,26,45063,Lexington County
NA,NA,NA,NA,NA,NA,NA,45065,McCormick County
17.5,20.5,20.5,17.5,18.5,20.5,22.4,45067,Marion County
24.8,24.8,24.8,24,24.8,20.5,20.5,45069,Marlboro County
26,26,26,26,26,26,26,45071,Newberry County
26,26,26,26,26,26,26,45073,Oconee County
19.5,22.4,20.5,20.5,22.4,23.2,24.8,45075,Orangeburg County
26,26,26,26,26,26,26,45077,Pickens County
26,26,26,26,26,25.6,25.6,45079,Richland County
24.8,NA,NA,23.2,22.4,NA,NA,45081,Saluda County
26,25.6,26,26,26,26,26,45083,Spartanburg County
25.6,25.6,25.6,26,26,26,26,45085,Sumter County
25.6,24.8,24.8,24.8,24.8,NA,NA,45087,Union County
18.5,20.5,23.2,20.5,20.5,24.8,25.6,45089,Williamsburg County
26,26,26,26,26,26,26,45091,York County
26,26,26,26,26,26,26,46000,South Dakota
NA,NA,NA,NA,NA,NA,NA,46003,Aurora County
25.6,NA,NA,23.2,24,23.2,23.2,46005,Beadle County
NA,NA,NA,NA,NA,NA,NA,46007,Bennett County
NA,NA,NA,NA,NA,NA,NA,46009,Bon Homme County
26,NA,NA,25.6,25.6,26,26,46011,Brookings County
26,NA,NA,26,26,26,NA,46013,Brown County
NA,NA,NA,NA,NA,NA,NA,46015,Brule County
NA,NA,NA,NA,NA,NA,NA,46017,Buffalo County
NA,NA,NA,NA,NA,NA,NA,46019,Butte County
NA,NA,NA,NA,NA,NA,NA,46021,Campbell County
NA,NA,NA,NA,NA,NA,NA,46023,Charles Mix County
NA,NA,NA,NA,NA,NA,NA,46025,Clark County
NA,NA,NA,NA,NA,NA,NA,46027,Clay County
NA,NA,NA,NA,NA,NA,NA,46029,Codington County
NA,NA,NA,NA,NA,NA,NA,46031,Corson County
NA,NA,NA,NA,NA,NA,NA,46033,Custer County
